SourceFile,SourceFolder,SourceSubFolder,Data_File,Vessel,Cruise,Station,Water_Depth,SST,Latitude,Longitude,Latitude(decimal),Longitude(decimal),Datetime,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,name_10,name_11,name_12,name_13,name_14,name_15,span_0,span_1,span_2,span_3,span_4,span_5,span_6,span_7,span_8,span_9,span_10,span_11,span_12,span_13,span_14,span_15,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,FileName,Temperature_SN,Conductivity_SN,Number_of_Bytes_Per_Scan,Number_of_Voltage_Words,Number_of_Scans_Averaged_by_the_Deck_Unit,System_UpLoad_Time,Date,Time,nquan,nvalues,units,interval,start_time,bad_flag,datcnv_date,datcnv_in,datcnv_skipover,datcnv_ox_hysteresis_correction,datcnv_ox_tau_correction,file_type,number_of_scans_to_average,pressure_baud_rate,GPIB_address,Operator,System_UTC,NMEA_UTC_(Time),Store_Lat/Lon_Data,Real-Time_Sample_Interval,wildedit_date,wildedit_in,wildedit_pass1_nstd,wildedit_pass2_nstd,wildedit_pass2_mindelta,wildedit_npoint,wildedit_vars,wildedit_excl_bad_scans,filter_date,filter_in,filter_low_pass_tc_A,filter_low_pass_tc_B,filter_low_pass_A_vars,filter_low_pass_B_vars,celltm_date,celltm_in,celltm_alpha,celltm_tau,celltm_temp_sensor_use_for_cond,loopedit_date,loopedit_in,loopedit_percentMeanSpeed:_minV,loopedit_excl_bad_scans,Derive_date,Derive_in,binavg_date,binavg_in,binavg_bintype,binavg_binsize,binavg_excl_bad_scans,binavg_skipover,binavg_surface_bin,Time_12,Time_15,Time_18,SeacatPlus_V_1.6b_SERIAL_NO._5090_16_May_2009_22,vbatt,iext01,iext23,status,samples,mode,autorun,battery_type,pressure_sensor,SBE_38,Ext_Volt_0,echo_commands,output_format,temperature,TA0,TA1,TA2,TA3,TOFFSET,conductivity,G,H,I,J,CF0,CPCOR,CTCOR,CSLOPE,pressure_S/N,PA0,PA1,PA2,PTCA0,PTCA1,PTCA2,PTCB0,PTCB1,PTCB2,PTEMPA0,PTEMPA1,PTEMPA2,POFFSET,volt_0:_offset,volt_1:_offset,volt_2:_offset,volt_3:_offset,EXTFREQSF,"cast_2_16_May_2009_02:35:00_samples_86_to_84215,_avg",alignctd_date,alignctd_in,alignctd_adv,loopedit_minVelocity,loopedit_surfaceSoak:_minDepth,NMEA_baud_rate,Start_Time
CTD_12-2nd CastCTD_12-2nd Cast.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2150M,,018'04.45N,89'24.69E,18.074167,89.4115,07-11-10 20:15:14,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.274,    801.317","-0.276,    807.333","0.142154,   5.598798","-19.4944,    29.4201","0.6875,    35.0397","1305.78,    1543.92","-0.0255,     0.7327","-67.35469,    5.95166","4.42281,   17.52091","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_12-2nd Cast.hdr,5094,3478,21.0,3.0,1.0,Nov 07 2010 20:15:14,07-11-2010,16.40,10,68735,specified,seconds: 0.0416667,Nov 07 2010 20:15:14,-9.99e-29,"Nov 12 2010 16:16:56, 7.18c",E:\SK 277 SBE\CTD_12-2nd Cast.hex E:\SK 277 SBE\CTD_12-2nd Cast.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_12-3rd CastCTD_12-3rd Cast.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2150M,,018'04.45N,89'24.69E,18.074167,89.4115,07-11-10 21:31:14,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.213,    250.873","-0.214,    252.420","0.869148,   5.594139","12.4234,    29.4174","4.4999,    35.0266","1502.39,    1543.68","0.0075,     0.8756","0.01800,    5.00038","4.43245,    5.99643","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_12-3rd Cast.hdr,5094,3478,21.0,3.0,1.0,Nov 07 2010 21:31:14,07-11-2010,16.40,10,92780,specified,seconds: 0.0416667,Nov 07 2010 21:31:14,-9.99e-29,"Nov 12 2010 16:17:17, 7.18c",E:\SK 277 SBE\CTD_12-3rd Cast.hex E:\SK 277 SBE\CTD_12-3rd Cast.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_12-4th CastCTD_12-4th Cast.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2150M,,018'04.45N,89'24.61E,18.074167,89.410167,07-11-10 23:09:52,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.214,     55.930","-0.215,     56.249","0.565127,   5.583743","27.2405,    29.3539","2.8090,    34.3396","1509.72,    1543.35","-0.0035,     0.7987","2.29476,    5.02170","4.44176,    5.28920","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_12-4th Cast.hdr,5094,3478,21.0,3.0,1.0,Nov 07 2010 23:09:52,07-11-2010,16.40,10,10706,specified,seconds: 0.0416667,Nov 07 2010 23:09:52,-9.99e-29,"Nov 12 2010 16:18:02, 7.18c",E:\SK 277 SBE\CTD_12-4th Cast.hex E:\SK 277 SBE\CTD_12-4th Cast.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_12CTD_12.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2150M,,18'04.45N,89'24.69E,18.074167,89.4115,07-11-10 16:29:41,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.265,   2000.205","-0.266,   2021.023","2.646742,   5.560577","2.6358,    29.3411","14.8493,    35.0399","1492.55,    1543.42","0.0185,     0.9965","0.02011,    4.69217","4.43588,    7.52584","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_12.hdr,5094,3478,21.0,3.0,1.0,Nov 07 2010 16:29:41,07-11-2010,16.40,10,290071,specified,seconds: 0.0416667,Nov 07 2010 16:29:41,-9.99e-29,"Nov 12 2010 16:16:02, 7.18c",E:\SK 277 SBE\CTD_12.hex E:\SK 277 SBE\CTD_12.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_13CTD_13 .cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2143M,,18'08.45N,90'03.32E,18.140833,90.055333,08-11-10 19:39:24,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.114,   2000.910","-0.114,   2021.738","3.200929,   5.458278","2.6126,    29.1645","31.1949,    35.0427","1492.66,    1542.26","0.0185,     0.9305","0.02378,    4.59559","4.46358,    7.53028","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_13.hdr,5094,3478,21.0,3.0,1.0,Nov 08 2010 19:39:24,08-11-2010,16.40,10,160799,specified,seconds: 0.0416667,Nov 08 2010 19:39:24,-9.99e-29,"Nov 12 2010 16:18:27, 7.18c",E:\SK 277 SBE\CTD_13.hex E:\SK 277 SBE\CTD_13.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_14CTD_14.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2164M,,"017""57.60N",089'44.34E,17.96,89.739,09-11-10 06:19:57,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.137,   2001.570","-0.138,   2022.408","0.831041,   5.499595","2.6244,    29.0368","4.2663,    35.0396","1492.36,    1542.55","-0.5310,    44.4690","0.02259,    4.96767","4.46383,    7.52806","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_14.hdr,5094,3478,21.0,3.0,1.0,Nov 09 2010 06:19:57,09-11-2010,06.25,10,173832,specified,seconds: 0.0416667,Nov 09 2010 06:19:57,-9.99e-29,"Nov 12 2010 16:20:59, 7.18c",E:\SK 277 SBE\CTD_14.hex E:\SK 277 SBE\CTD_14.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_15CTD_15.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2145M,,"018""08.99N",089'37.58E,18.149833,89.626333,09-11-10 14:58:30,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"0.534,   2001.922","0.537,   2022.766","3.199055,   5.501658","2.5915,    29.1457","23.9264,    35.0389","1492.45,    1542.07","0.0075,     1.4141","0.02373,    4.57030","4.46626,    7.53432","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_15.hdr,5094,3478,21.0,3.0,1.0,Nov 09 2010 14:58:30,09-11-2010,14.50,10,137634,specified,seconds: 0.0416667,Nov 09 2010 14:58:30,-9.99e-29,"Nov 12 2010 16:21:23, 7.18c",E:\SK 277 SBE\CTD_15.hex E:\SK 277 SBE\CTD_15.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_16 2nd CastCTD_16 2nd Cast.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2635M,,"016""19.04N",087'58.88E,16.317333,87.981333,11-11-10 19:48:53,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.102,   2010.056","-0.103,   2031.023","1.532532,   5.547893","2.7459,    29.1234","8.2076,    35.0398","1493.41,    1542.76","0.0185,     1.0514","0.02276,    4.73717","4.45852,    7.50475","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_16 2nd Cast.hdr,5094,3478,21.0,3.0,1.0,Nov 11 2010 19:48:53,11-11-2010,20.00,10,144022,specified,seconds: 0.0416667,Nov 11 2010 19:48:53,-9.99e-29,"Nov 12 2010 16:22:10, 7.18c",E:\SK 277 SBE\CTD_16 2nd Cast.hex E:\SK 277 SBE\CTD_16 2nd Cast.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_16CTD_16.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,2635M,,"016""19.04N",087'58.88E,16.317333,87.981333,11-11-10 18:53:55,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"0.044,    250.201","0.044,    251.743","4.127377,   5.547110","13.1943,    29.1764","32.4247,    35.0136","1504.99,    1542.77","0.0294,     1.0954","0.01927,    4.60205","4.45946,    5.90121","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_16.hdr,5094,3478,21.0,3.0,1.0,Nov 11 2010 18:53:55,11-11-2010,19.00,10,30744,specified,seconds: 0.0416667,Nov 11 2010 18:53:55,-9.99e-29,"Nov 12 2010 16:21:44, 7.18c",E:\SK 277 SBE\CTD_16.hex E:\SK 277 SBE\CTD_16.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_01CTD_01.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\Time Series Processing,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277 (Times Series),,2145M,,"018""00.00N",089'29.60E,18.0,89.493333,09-11-10 20:58:54,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.022,    501.471","-0.022,    504.870","0.419538,   5.551802","9.9768,    29.1111","2.0616,    35.0403","1498.11,    1542.75","0.0294,     2.1943","0.02007,    5.11753","4.45374,    6.32018","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\Time Series\CTD_01.hdr,5094,3478,21.0,3.0,1.0,Nov 09 2010 20:58:54,09-11-2010,21.00,10,36023,specified,seconds: 0.0416667,Nov 09 2010 20:58:54,-9.99e-29,"Nov 12 2010 16:28:06, 7.18c",E:\SK 277 SBE\Time Series\CTD_01.hex E:\SK 277 SBE\Time Series\CTD_01.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_02CTD_02.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\Time Series Processing,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277 (Times Series),,2145M,,"018""00.00N",089'29.60E,18.0,89.493333,09-11-10 23:58:45,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"0.396,    501.456","0.398,    504.854","3.837091,   5.538611","10.0276,    29.1052","26.1721,    35.0396","1498.26,    1542.66","0.0294,     1.1064","0.01991,    4.58471","4.46462,    6.31316","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\Time Series\CTD_02.hdr,5094,3478,21.0,3.0,1.0,Nov 09 2010 23:58:45,09-11-2010,23.58,10,44286,specified,seconds: 0.0416667,Nov 09 2010 23:58:45,-9.99e-29,"Nov 12 2010 16:28:51, 7.18c",E:\SK 277 SBE\Time Series\CTD_02.hex E:\SK 277 SBE\Time Series\CTD_02.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_03CTD_03.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\Time Series Processing,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277 (Times Series),,2145M,,"018""00.00N",089'29.60E,18.0,89.493333,10-11-10 02:58:13,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.136,    501.706","-0.136,    505.106","0.843856,   5.528990","10.0552,    29.0725","4.3182,    35.0398","1498.39,    1542.78","-0.0255,     1.3152","0.02069,    4.92946","4.46416,    6.30928","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\Time Series\CTD_03.hdr,5094,3478,21.0,3.0,1.0,Nov 10 2010 02:58:13,09-11-2010,03.00,10,38108,specified,seconds: 0.0416667,Nov 10 2010 02:58:13,-9.99e-29,"Nov 12 2010 16:29:33, 7.18c",E:\SK 277 SBE\Time Series\CTD_03.hex E:\SK 277 SBE\Time Series\CTD_03.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
